Thu Dec  9 10:58:27 2021    cProfile_output

         15254792 function calls (14983050 primitive calls) in 20.212 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.002    0.002 coroutines.py:1(<module>)
      150    0.000    0.000    0.002    0.000 fromnumeric.py:42(_wrapit)
        6    0.000    0.000    0.002    0.000 __init__.py:299(loads)
       20    0.000    0.000    0.002    0.000 transforms.py:1287(contains_branch)
     2540    0.001    0.000    0.002    0.000 _validators.py:207(validate_bool_kwarg)
      100    0.001    0.000    0.002    0.000 shape_base.py:612(column_stack)
     2460    0.001    0.000    0.002    0.000 blockwise.py:40(<listcomp>)
     2490    0.001    0.000    0.002    0.000 core.py:1069(__dask_tokenize__)
       37    0.000    0.000    0.002    0.000 argparse.py:1328(add_argument)
     7552    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:321(<genexpr>)
      160    0.001    0.000    0.002    0.000 ticker.py:512(__init__)
        1    0.000    0.000    0.002    0.002 tree.py:1(<module>)
     2400    0.001    0.000    0.002    0.000 variable.py:509(<genexpr>)
      663    0.001    0.000    0.002    0.000 pickle.py:464(put)
        1    0.000    0.000    0.002    0.002 polynomial.py:57(<module>)
        1    0.000    0.000    0.002    0.002 functoolz.py:1(<module>)
       13    0.000    0.000    0.002    0.000 core.py:3414(<listcomp>)
        2    0.000    0.000    0.002    0.001 constants.py:1(<module>)
        2    0.000    0.000    0.002    0.001 _compatibility.py:4(<module>)
      370    0.000    0.000    0.002    0.000 figure.py:49(_stale_figure_callback)
     2480    0.001    0.000    0.002    0.000 managers.py:927(consolidate)
        3    0.000    0.000    0.002    0.001 tokenize.py:443(open)
        1    0.000    0.000    0.002    0.002 script.py:68(ScriptMagics)
      646    0.001    0.000    0.002    0.000 _inspect.py:67(getargs)
        6    0.000    0.000    0.002    0.000 decoder.py:332(decode)
     2985    0.002    0.000    0.002    0.000 sre_parse.py:111(__init__)
     1250    0.001    0.000    0.002    0.000 generic.py:219(_init_mgr)
      160    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(amin)
      120    0.001    0.000    0.002    0.000 _base.py:3143(_validate_converted_limits)
        1    0.000    0.000    0.002    0.002 random.py:38(<module>)
  970/780    0.001    0.000    0.002    0.000 transforms.py:137(_invalidate_internal)
        1    0.000    0.000    0.002    0.002 __init__.py:274(load)
        1    0.000    0.000    0.002    0.002 mimetypes.py:24(<module>)
        1    0.000    0.000    0.002    0.002 compat.py:1(<module>)
    15183    0.002    0.000    0.002    0.000 inspect.py:2525(annotation)
     4359    0.001    0.000    0.002    0.000 {built-in method _functools.reduce}
       10    0.000    0.000    0.002    0.000 groupby.py:746(_restore_dim_order)
        1    0.000    0.000    0.002    0.002 progressbar.py:1(<module>)
        1    0.000    0.000    0.002    0.002 formatting.py:2(<module>)
       13    0.001    0.000    0.002    0.000 core.py:3484(<listcomp>)
      690    0.001    0.000    0.002    0.000 artist.py:905(set_visible)
     2520    0.001    0.000    0.002    0.000 slicing.py:145(<genexpr>)
       66    0.000    0.000    0.002    0.000 pyparsing.py:2124(__add__)
       30    0.000    0.000    0.002    0.000 frequencies.py:305(__init__)
       20    0.000    0.000    0.002    0.000 pyparsing.py:4669(parseImpl)
       10    0.000    0.000    0.002    0.000 core.py:4215(<listcomp>)
     72/4    0.000    0.000    0.002    0.000 pyparsing.py:1829(_parseCache)
        1    0.000    0.000    0.002    0.002 namespace.py:2(<module>)
       80    0.001    0.000    0.002    0.000 {method 'get_value' of 'pandas._libs.index.IndexEngine' objects}
      190    0.000    0.000    0.002    0.000 transforms.py:994(__init__)
     1560    0.001    0.000    0.002    0.000 indexing.py:643(__init__)
       60    0.000    0.000    0.002    0.000 blockwise.py:680(<dictcomp>)
     3001    0.002    0.000    0.002    0.000 contextlib.py:352(__init__)
     7686    0.002    0.000    0.002    0.000 {method 'release' of '_thread.lock' objects}
        2    0.000    0.000    0.002    0.001 pickling_support.py:57(install)
        1    0.000    0.000    0.002    0.002 ntpath.py:6(<module>)
       10    0.000    0.000    0.002    0.000 generic.py:1468(__invert__)
    141/3    0.000    0.000    0.002    0.001 pyparsing.py:1370(_parseNoCache)
        1    0.000    0.000    0.002    0.002 dis.py:1(<module>)
        6    0.001    0.000    0.002    0.000 decoder.py:343(raw_decode)
       20    0.000    0.000    0.002    0.000 core.py:128(get)
        1    0.000    0.000    0.002    0.002 document.py:3(<module>)
        1    0.000    0.000    0.002    0.002 _pocketfft.py:29(<module>)
        1    0.000    0.000    0.002    0.002 typing_extensions.py:1(<module>)
        1    0.000    0.000    0.002    0.002 axes_divider.py:11(<module>)
      170    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(amax)
    54/10    0.000    0.000    0.002    0.000 pyparsing.py:3762(streamline)
        2    0.000    0.000    0.002    0.001 nanops.py:1(<module>)
       10    0.000    0.000    0.002    0.000 series.py:4404(isnull)
       11    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(allclose)
        6    0.000    0.000    0.002    0.000 _threadsafety.py:54(decorator)
     20/3    0.000    0.000    0.002    0.001 pyparsing.py:3397(parseImpl)
     2470    0.001    0.000    0.002    0.000 reductions.py:160(<genexpr>)
      363    0.002    0.000    0.002    0.000 dataset.py:375(__iter__)
       80    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(broadcast_arrays)
        1    0.000    0.000    0.002    0.002 _ccallback.py:1(<module>)
       10    0.000    0.000    0.002    0.000 core.py:4203(<listcomp>)
      100    0.000    0.000    0.002    0.000 indexes.py:123(propagate_indexes)
        1    0.000    0.000    0.002    0.002 scope.py:3(<module>)
        1    0.000    0.000    0.002    0.002 linsolve.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _ni_docstrings.py:1(<module>)
        1    0.000    0.000    0.002    0.002 distance.py:72(<module>)
        1    0.000    0.000    0.002    0.002 axes_grid.py:1(<module>)
      121    0.000    0.000    0.002    0.000 utils.py:271(is_scalar)
       83    0.002    0.000    0.002    0.000 blockwise.py:760(<listcomp>)
       10    0.000    0.000    0.002    0.000 generic.py:7268(isnull)
        2    0.000    0.000    0.002    0.001 {built-in method strptime}
      766    0.001    0.000    0.002    0.000 sre_parse.py:343(_escape)
     2451    0.002    0.000    0.002    0.000 {built-in method math.ceil}
        1    0.000    0.000    0.002    0.002 _fitpack_impl.py:22(<module>)
        1    0.000    0.000    0.002    0.002 utils.py:2(<module>)
        6    0.000    0.000    0.002    0.000 _threadsafety.py:43(decorate)
        1    0.000    0.000    0.002    0.002 namespace.py:33(NamespaceMagics)
      834    0.001    0.000    0.002    0.000 traitlets.py:419(__init__)
       10    0.000    0.000    0.002    0.000 blocks.py:3079(_merge_blocks)
      793    0.001    0.000    0.002    0.000 datetimelike.py:1637(maybe_infer_freq)
      586    0.001    0.000    0.002    0.000 sre_parse.py:408(_uniq)
        1    0.000    0.000    0.001    0.001 jsonapi.py:13(<module>)
     1312    0.001    0.000    0.001    0.000 generic.py:5235(__finalize__)
      371    0.001    0.000    0.001    0.000 os.py:674(__getitem__)
       11    0.000    0.000    0.001    0.000 numeric.py:2091(allclose)
      137    0.001    0.000    0.001    0.000 sre_compile.py:411(_mk_bitmap)
        1    0.000    0.000    0.001    0.001 display.py:1(<module>)
     1816    0.001    0.000    0.001    0.000 {built-in method fromkeys}
       55    0.001    0.000    0.001    0.000 traitlets.py:1371(<listcomp>)
        1    0.000    0.000    0.001    0.001 blas.py:202(<module>)
     3148    0.001    0.000    0.001    0.000 inspect.py:276(isbuiltin)
     5000    0.001    0.000    0.001    0.000 managers.py:232(items)
     2036    0.001    0.000    0.001    0.000 {built-in method _imp.is_frozen}
        1    0.000    0.000    0.001    0.001 texmanager.py:29(<module>)
      299    0.000    0.000    0.001    0.000 __init__.py:1382(_to_unmasked_float_array)
       30    0.000    0.000    0.001    0.000 managers.py:950(get)
        2    0.000    0.000    0.001    0.001 methods.py:72(add_special_arithmetic_methods)
     6945    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
      478    0.001    0.000    0.001    0.000 function_base.py:2031(__init__)
        1    0.000    0.000    0.001    0.001 cluster.py:1(<module>)
       10    0.000    0.000    0.001    0.000 axis.py:2225(_get_label)
     7567    0.001    0.000    0.001    0.000 {method 'append' of 'collections.deque' objects}
       11    0.000    0.000    0.001    0.000 argparse.py:295(_format_usage)
       30    0.000    0.000    0.001    0.000 frame.py:3066(_box_item_values)
     2462    0.001    0.000    0.001    0.000 base.py:429(<genexpr>)
       20    0.000    0.000    0.001    0.000 base.py:211(<dictcomp>)
       40    0.000    0.000    0.001    0.000 dataarray.py:652(_attr_sources)
     3990    0.001    0.000    0.001    0.000 core.py:3681(asanyarray)
        1    0.000    0.000    0.001    0.001 numpy_compat.py:1(<module>)
        2    0.000    0.000    0.001    0.001 generic.py:10107(_add_numeric_operations)
       20    0.000    0.000    0.001    0.000 _base.py:812(_update_transScale)
     5746    0.001    0.000    0.001    0.000 version.py:48(<lambda>)
    12000    0.001    0.000    0.001    0.000 order.py:279(__init__)
       83    0.000    0.000    0.001    0.000 pyparsing.py:1821(__add__)
        1    0.000    0.000    0.001    0.001 bdb.py:1(<module>)
      240    0.000    0.000    0.001    0.000 lines.py:733(set_transform)
      385    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:873(_find_spec_legacy)
        2    0.000    0.000    0.001    0.001 pyparsing.py:4763(srange)
     2420    0.001    0.000    0.001    0.000 concat.py:115(__init__)
        1    0.000    0.000    0.001    0.001 dviread.py:18(<module>)
        1    0.000    0.000    0.001    0.001 backend_tools.py:12(<module>)
        1    0.000    0.000    0.001    0.001 display.py:26(DisplayMagics)
        1    0.000    0.000    0.001    0.001 hashing.py:1(<module>)
       20    0.000    0.000    0.001    0.000 base.py:228(_extract_graph_and_keys)
        1    0.001    0.001    0.001    0.001 codata.py:1512(parse_constants_2018toXXXX)
      408    0.001    0.000    0.001    0.000 artist.py:1326(aliased_name)
     3830    0.001    0.000    0.001    0.000 slicing.py:1186(__init__)
       50    0.000    0.000    0.001    0.000 linecache.py:53(checkcache)
       48    0.001    0.000    0.001    0.000 _deprecated_my_exceptions.py:66(_mk_exception)
       30    0.000    0.000    0.001    0.000 datetimelike.py:614(astype)
        4    0.000    0.000    0.001    0.000 compatibility.py:1(<module>)
        1    0.000    0.000    0.001    0.001 tcpserver.py:16(<module>)
       13    0.000    0.000    0.001    0.000 enum.py:654(<listcomp>)
       70    0.001    0.000    0.001    0.000 base.py:1656(is_unique)
      180    0.001    0.000    0.001    0.000 datetimes.py:476(<lambda>)
        1    0.000    0.000    0.001    0.001 _testing.py:10(<module>)
      100    0.001    0.000    0.001    0.000 transforms.py:2791(nonsingular)
       10    0.000    0.000    0.001    0.000 dataarray.py:1863(transpose)
       25    0.000    0.000    0.001    0.000 arrayprint.py:1489(_array_str_implementation)
     1930    0.001    0.000    0.001    0.000 functools.py:67(wraps)
     2540    0.001    0.000    0.001    0.000 slicing.py:216(<genexpr>)
        2    0.000    0.000    0.001    0.001 _backend.py:1(<module>)
       10    0.000    0.000    0.001    0.000 nanops.py:59(_f)
        2    0.000    0.000    0.001    0.001 pyparsing.py:5662(srange)
        1    0.000    0.000    0.001    0.001 bz2.py:5(<module>)
        1    0.000    0.000    0.001    0.001 code.py:2(<module>)
        1    0.000    0.000    0.001    0.001 vt100_parser.py:3(<module>)
        1    0.000    0.000    0.001    0.001 kernel_density.py:29(<module>)
        1    0.000    0.000    0.001    0.001 texmanager.py:49(TexManager)
        1    0.000    0.000    0.001    0.001 process.py:9(<module>)
        2    0.000    0.000    0.001    0.001 period.py:1(<module>)
        1    0.000    0.000    0.001    0.001 widget_box.py:9(<module>)
        1    0.000    0.000    0.001    0.001 lil.py:2(<module>)
      488    0.001    0.000    0.001    0.000 sre_parse.py:84(opengroup)
       20    0.001    0.000    0.001    0.000 dates.py:243(_dt64_to_ordinalf)
        9    0.000    0.000    0.001    0.000 ops.py:253(inject_reduce_methods)
     4220    0.001    0.000    0.001    0.000 {built-in method pandas._libs.missing.checknull}
      150    0.001    0.000    0.001    0.000 numerictypes.py:602(find_common_type)
     2099    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:143(__init__)
       23    0.000    0.000    0.001    0.000 variable.py:1607(<listcomp>)
        1    0.000    0.000    0.001    0.001 nputils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 base.py:177(Index)
      160    0.000    0.000    0.001    0.000 fromnumeric.py:2676(amin)
      133    0.000    0.000    0.001    0.000 pyparsing.py:3260(__init__)
        2    0.000    0.000    0.001    0.001 decorator.py:33(<module>)
      141    0.000    0.000    0.001    0.000 merge.py:471(_extract_indexes_from_coords)
        1    0.000    0.000    0.001    0.001 einsumfuncs.py:1(<module>)
        1    0.000    0.000    0.001    0.001 itertoolz.py:1(<module>)
       90    0.000    0.000    0.001    0.000 base.py:1581(is_monotonic)
  320/240    0.000    0.000    0.001    0.000 spines.py:208(_ensure_position_is_set)
        1    0.000    0.000    0.001    0.001 termui.py:1(<module>)
       27    0.000    0.000    0.001    0.000 core.py:172(iter_style_files)
       20    0.000    0.000    0.001    0.000 indexing.py:2285(check_bool_indexer)
      739    0.001    0.000    0.001    0.000 _collections_abc.py:657(get)
        7    0.000    0.000    0.001    0.000 decorator.py:decorator-gen-1>:1(catch_config_error)
        1    0.000    0.000    0.001    0.001 _process_common.py:5(<module>)
       67    0.000    0.000    0.001    0.000 pyparsing.py:3995(__init__)
        1    0.000    0.000    0.001    0.001 datetimelike.py:488(_concat_same_dtype)
      288    0.001    0.000    0.001    0.000 getlimits.py:497(__init__)
      395    0.001    0.000    0.001    0.000 sre_parse.py:224(__init__)
       37    0.001    0.000    0.001    0.000 textwrap.py:233(_wrap_chunks)
       10    0.000    0.000    0.001    0.000 core.py:2249(copy)
